doctor,specialty,treat,n_years,move_year,doc_group,doc_hrr,female,age,experience,white,n_choice,n_refer
1376536862,cardioem,0,1,2011,253288,115,1,49,23,0,26,1
1417034810,cardioem,0,1,2011,247490,115,1,61,28,1,26,10
1386704856,cardioem,0,1,2011,252702,116,0,49,25,0,37,1
1952301699,cardioem,0,2,2011,285674,116,0,50,24,1,70,3
1013099761,cardioem,1,1,2011,266059,118,1,44,13,1,220,2
1093807752,cardioem,0,1,2011,267473,118,0,50,23,1,220,1
1629080023,cardioem,1,1,2011,266011,118,1,43,15,1,220,1
1033100342,cardioem,1,1,2011,137165,119,0,46,21,1,78,3
1275735367,cardioem,1,1,2011,111155,119,0,31,5,0,78,2
1437176005,cardioem,0,1,2011,118719,119,0,50,12,1,78,1
1447285713,cardioem,0,1,2011,117729,119,1,63,16,1,78,2
1639127996,cardioem,0,1,2011,117555,119,0,42,8,1,78,4
1649223470,cardioem,1,1,2011,137165,119,0,45,15,1,78,3
1700804135,cardioem,0,1,2011,266127,119,1,38,9,1,78,1
1861475717,cardioem,1,1,2011,137165,119,0,54,,1,78,3
1922055375,cardioem,1,1,2011,137165,119,0,64,36,1,78,5
1164503587,cardioem,1,1,2011,247871,120,0,53,22,1,30,3
1831157668,cardioem,1,1,2011,247871,120,0,57,30,0,30,2
1538163332,cardioem,0,1,2011,117917,122,1,34,8,1,43,1
1033318928,cardioem,1,1,2011,247568,123,0,34,6,1,99,1
1891901674,cardioem,1,1,2011,116043,123,1,32,5,1,99,2
1982635652,cardioem,1,1,2011,251662,123,0,42,12,1,99,1
1871518381,cardioem,0,1,2011,5030,124,1,45,21,1,14,1
1427099456,cardioem,1,1,2011,264635,127,0,60,34,1,271,1
1740270370,cardioem,1,2,2011,267187,127,0,48,13,1,442,2
1073694923,cardioem,1,1,2011,247175,130,1,34,8,0,251,2
1083743637,cardioem,1,1,2011,251285,130,1,31,5,1,251,2
1093832974,cardioem,1,1,2011,251699,130,0,43,19,0,251,2
1427015775,cardioem,0,1,2011,57218,130,1,51,11,1,251,1
1477552917,cardioem,0,1,2011,340642,130,0,42,13,1,251,1
1619996436,cardioem,0,1,2011,292274,130,0,36,8,0,251,2
1669421418,cardioem,1,1,2011,251285,130,0,54,30,1,251,5
1932186558,cardioem,0,1,2011,118044,130,0,48,14,1,251,3
1164532925,cardioem,0,1,2011,49391,131,0,50,24,1,29,1
1851484174,cardioem,0,1,2011,311225,131,1,39,11,1,29,3
1730220070,cardioem,0,2,2011,117778,133,0,29,6,1,15,2
1154562593,cardioem,0,1,2011,247152,134,0,42,10,1,42,4
1154582047,cardioem,0,1,2011,18211,134,1,38,7,1,42,1
1316960040,cardioem,0,1,2011,248967,134,0,36,7,1,42,1
1326046244,cardioem,0,1,2011,247152,134,0,43,13,1,42,2
1386889574,cardioem,0,1,2011,108461,134,0,49,5,1,42,2
1639150444,cardioem,0,1,2011,110328,134,1,46,14,1,42,1
1932283389,cardioem,0,1,2011,31608,134,0,66,40,1,42,3
1285691055,cardioem,0,1,2011,110522,137,1,56,33,1,56,3
1336133842,cardioem,0,1,2011,265893,137,1,38,14,1,56,2
1376626697,cardioem,0,1,2011,55866,137,0,54,28,1,56,2
1558451849,cardioem,0,1,2011,55866,137,0,41,15,1,56,1
1619928231,cardioem,1,1,2011,266661,137,1,45,18,1,56,2
1740260819,cardioem,0,1,2011,118464,137,0,44,12,1,56,1
1811956683,cardioem,0,1,2011,265893,137,1,45,16,1,56,3
1922186485,cardioem,0,1,2011,267003,137,1,54,27,0,56,2
1649495276,cardioem,0,1,2011,7231,139,0,39,10,0,32,2
1114199171,cardioem,0,1,2011,127905,140,1,60,37,0,25,1
1174728653,cardioem,0,1,2011,252943,141,0,33,7,1,80,7
1275764169,cardioem,0,1,2011,249801,141,1,39,13,0,80,2
1659497303,cardioem,0,1,2011,121195,141,0,44,10,1,80,2
1760653125,cardioem,0,1,2011,261013,141,0,31,6,0,80,1
1962475384,cardioem,1,1,2011,251085,141,1,37,10,0,80,5
1013139906,cardioem,0,1,2011,241239,144,0,64,25,1,322,1
1124299177,cardioem,0,1,2011,243051,144,0,56,28,0,322,4
1205092921,cardioem,0,1,2011,59559,144,0,45,6,0,322,1
1588815674,cardioem,0,1,2011,241239,144,0,37,11,1,322,2
1649224114,cardioem,1,1,2011,241181,144,1,49,25,1,322,2
1760687131,cardioem,0,1,2011,258598,144,0,52,18,1,322,2
1770588196,cardioem,0,1,2011,242134,144,1,36,12,0,322,1
1770594475,cardioem,1,3,2011,231198,144,1,37,10,1,409,6
1821284126,cardioem,0,1,2011,98097,144,1,45,21,1,322,2
1831147578,cardioem,0,1,2011,119335,144,1,43,16,1,322,4
1972799062,cardioem,0,1,2011,240593,144,1,38,13,1,322,1
1659385979,cardioem,0,1,2011,120124,146,1,40,13,1,13,1
1184678435,cardioem,0,1,2011,236363,149,0,65,39,1,39,4
1760476980,cardioem,0,1,2011,92821,149,0,64,35,1,39,2
1952301939,cardioem,0,1,2011,236676,149,0,44,19,1,39,2
1982650883,cardioem,1,2,2011,242897,149,1,46,18,1,63,4
1730113929,cardioem,1,1,2011,331353,150,0,40,11,1,56,3
1245206648,cardioem,0,3,2011,58920,151,0,42,15,1,78,5
1437198884,cardioem,1,1,2011,302804,151,1,46,19,1,30,2
1891705182,cardioem,0,1,2011,149522,154,0,44,19,0,9,1
1558345165,cardioem,1,1,2011,145950,155,1,57,31,1,69,1
1316904279,cardioem,0,1,2011,116722,156,0,47,22,0,181,2
1770773871,cardioem,0,1,2011,276081,156,1,35,11,0,181,2
1811063761,cardioem,0,1,2011,328294,156,0,44,22,0,181,1
1447246822,cardioem,0,2,2011,148823,163,0,50,24,1,88,3
1104096940,cardioem,0,1,2011,148563,164,1,37,11,0,36,1
1205846128,cardioem,1,2,2011,149851,164,1,41,16,0,57,2
1114991163,cardioem,0,1,2011,152062,170,0,62,20,1,33,3
1124052030,cardioem,1,1,2011,152081,172,0,41,14,1,44,5
1326178302,cardioem,1,2,2011,152322,172,0,42,17,0,142,2
1558359240,cardioem,1,1,2011,152112,173,1,54,29,1,24,2
1083673594,cardioem,0,1,2011,142835,183,0,38,10,0,178,1
1386816403,cardioem,0,1,2011,142149,183,0,37,6,1,178,2
1548286206,cardioem,0,2,2011,143660,183,0,44,18,1,276,4
1831105808,cardioem,0,2,2011,142759,183,0,39,11,1,204,9
1376591958,cardioem,0,1,2011,143011,186,0,43,16,0,24,1
1053303479,cardioem,1,1,2011,141866,187,0,36,9,1,36,4
1306057724,cardioem,1,1,2011,141839,187,1,32,5,1,36,1
1578689493,cardioem,1,2,2011,141984,187,0,48,11,1,207,5
1326000290,cardioem,1,1,2011,167080,192,1,59,33,1,17,2
1982608741,cardioem,1,1,2011,166698,193,0,60,32,1,6,1
1720055049,cardioem,1,2,2011,168268,194,1,66,7,1,276,2
1770725202,cardioem,1,1,2011,166849,194,0,31,4,1,26,2
1033319256,cardioem,1,2,2011,166616,197,0,32,4,1,59,2
1316907819,cardioem,0,1,2011,132083,201,0,43,11,0,59,1
1770553794,cardioem,0,1,2011,211831,201,0,42,15,1,59,1
1255383881,cardioem,0,2,2011,131964,204,1,34,8,1,171,7
1467403451,cardioem,0,1,2011,256941,204,0,40,14,1,84,1
1912959248,cardioem,1,1,2011,256560,204,0,49,22,1,84,2
1588858914,cardioem,1,1,2011,122262,205,0,38,13,0,93,1
1740248806,cardioem,1,1,2011,256607,205,0,49,23,1,93,1
1184880379,cardioem,0,2,2011,288631,209,1,34,10,1,438,5
1487823506,cardioem,0,1,2011,6533,210,0,35,6,1,37,1
1003819152,cardioem,1,1,2011,274021,218,1,58,14,1,53,2
1265488720,cardioem,1,1,2011,274021,218,0,41,15,1,53,1
1407851181,cardioem,1,1,2011,274021,218,0,49,22,1,53,2
1427014612,cardioem,1,1,2011,274021,218,0,73,47,1,53,1
1477595932,cardioem,1,2,2011,274021,218,0,46,20,1,95,5
1508814203,cardioem,1,1,2011,274021,218,0,62,33,1,53,2
1528090198,cardioem,1,1,2011,274021,218,1,54,29,0,53,1
1639107113,cardioem,1,1,2011,274021,218,0,54,28,1,53,2
1730179839,cardioem,1,1,2011,274021,218,0,37,10,1,53,3
1811928112,cardioem,1,2,2011,274021,218,0,46,21,1,95,6
1851347710,cardioem,1,1,2011,274021,218,0,52,25,1,53,2
1952359028,cardioem,1,1,2011,274021,218,0,40,14,1,53,1
1386665479,cardioem,0,1,2011,1078,222,1,33,9,1,72,3
1710096888,cardioem,1,1,2011,557,222,1,37,8,0,72,1
1821233230,cardioem,0,1,2011,1010,222,1,52,6,1,72,2
1841383940,cardioem,1,1,2011,566,222,1,49,27,1,72,2
1881787984,cardioem,1,1,2011,566,222,0,52,23,1,72,1
1689684177,cardioem,0,1,2011,92843,226,0,57,24,0,51,2
1376535534,cardioem,1,1,2011,9259,227,1,47,15,1,450,1
1407924947,cardioem,1,1,2011,9103,227,1,45,22,1,450,2
1588666358,cardioem,0,1,2011,10346,227,1,58,19,1,450,1
1659318459,cardioem,0,1,2011,58814,227,0,62,30,1,450,1
1700988078,cardioem,1,1,2011,118578,227,0,45,19,0,450,1
1760565873,cardioem,1,1,2011,118578,227,0,33,5,1,450,3
1831160860,cardioem,1,1,2011,10235,227,1,59,12,1,450,2
1982804241,cardioem,1,1,2011,10235,227,0,33,5,0,450,1
1174698542,cardioem,0,1,2011,10179,230,0,65,39,1,53,1
1386663243,cardioem,0,1,2011,8793,230,0,52,25,0,53,2
1669578712,cardioem,1,1,2011,8482,231,1,36,13,0,63,1
1861408452,cardioem,1,1,2011,8482,231,1,43,17,0,63,3
1033147699,cardioem,1,1,2011,155167,232,1,55,10,0,95,1
1568636629,cardioem,0,1,2011,127189,233,0,39,12,1,31,2
1699861088,cardioem,1,2,2011,119871,234,0,53,27,1,138,4
1912910696,cardioem,0,2,2011,120338,234,0,44,17,1,166,3
1982644803,cardioem,1,1,2011,119871,234,0,49,10,1,119,1
1841290970,cardioem,0,1,2011,157393,235,0,44,16,1,32,2
1073603791,cardioem,1,1,2011,157933,238,1,37,11,1,26,5
1992983209,cardioem,0,1,2011,157151,238,0,42,5,1,26,1
1245308857,cardioem,1,1,2011,154621,239,1,34,8,1,49,2
1700816204,cardioem,1,1,2011,154652,239,0,75,,,49,9
1841396710,cardioem,0,1,2011,154595,240,1,37,13,0,11,2
1114982659,cardioem,1,1,2011,158932,244,1,45,19,0,17,1
1154314136,cardioem,0,1,2011,257753,244,1,46,22,1,17,2
1215917760,cardioem,1,1,2011,158932,244,0,49,23,1,17,1
1255391397,cardioem,1,1,2011,158932,244,1,49,23,1,17,1
1336119437,cardioem,1,1,2011,158932,244,1,48,38,1,17,1
1336203603,cardioem,1,1,2011,158932,244,0,46,14,0,17,1
1437112166,cardioem,1,1,2011,158932,244,0,52,26,1,17,3
1689638694,cardioem,1,2,2011,158932,244,0,55,29,1,121,2
1750351920,cardioem,1,1,2011,158932,244,0,59,33,1,17,2
1831152560,cardioem,1,1,2011,158932,244,0,54,26,1,17,2
1841272275,cardioem,1,1,2011,158932,244,0,61,34,1,17,1
1861456071,cardioem,1,1,2011,158932,244,0,55,23,1,17,1
1932163276,cardioem,1,1,2011,158932,244,0,57,30,1,17,2
1942279260,cardioem,1,1,2011,158932,244,0,48,16,1,17,1
1386745768,cardioem,1,2,2011,158504,246,0,41,12,1,136,2
1184608184,cardioem,0,1,2011,164692,251,1,43,14,1,188,1
1497763700,cardioem,0,1,2011,164699,251,0,46,21,0,188,1
1932171188,cardioem,1,1,2011,164180,251,1,42,11,0,188,1
1902003882,cardioem,1,1,2011,166294,253,1,31,4,1,104,1
1780664631,cardioem,1,1,2011,164759,254,1,42,16,0,17,2
1861658874,cardioem,1,2,2011,164699,256,1,42,17,0,257,3
1437213345,cardioem,0,2,2011,261942,260,0,76,49,1,25,5
1275582058,cardioem,1,1,2011,170661,263,0,55,32,1,7,2
1891714531,cardioem,0,1,2011,170474,263,0,56,27,1,7,4
1003882200,cardioem,0,1,2011,172252,264,0,53,30,1,42,1
1720046881,cardioem,1,1,2011,327633,264,0,41,12,1,42,1
1043310121,cardioem,1,1,2011,169975,267,1,39,12,1,16,4
1336216738,cardioem,0,1,2011,132717,268,1,38,13,1,146,1
1639369960,cardioem,1,1,2011,172245,268,0,36,12,0,146,3
1538159421,cardioem,0,1,2011,224934,270,0,37,9,1,23,2
1013973213,cardioem,0,1,2011,276182,273,0,35,11,0,202,1
1447216239,cardioem,0,1,2011,149358,273,0,46,21,0,202,1
1467414268,cardioem,0,1,2011,67088,273,1,36,10,1,202,3
1700877032,cardioem,0,1,2011,157880,273,1,54,29,1,202,2
1861418923,cardioem,1,2,2011,169926,273,1,35,9,0,607,2
1992797880,cardioem,1,1,2011,169994,273,1,37,11,1,202,3
1043269897,cardioem,1,1,2011,294470,274,0,35,8,1,19,1
1366488413,cardioem,1,2,2011,294468,274,0,51,22,1,43,2
1689891806,cardioem,1,1,2011,294468,274,1,34,7,1,19,3
1770609596,cardioem,1,1,2011,294477,276,0,49,20,1,22,1
1891803896,cardioem,0,1,2011,53836,277,0,45,18,1,23,1
1275755001,cardioem,0,1,2011,324430,279,1,36,8,1,101,1
1366467888,cardioem,0,1,2011,52361,279,1,51,24,1,101,1
1588661631,cardioem,1,1,2011,326497,279,0,65,41,0,101,1
1598830416,cardioem,1,1,2011,326497,279,0,51,24,0,101,1
1669404422,cardioem,1,1,2011,6065,281,0,40,9,1,19,1
1235248899,cardioem,1,1,2011,78799,282,0,37,7,1,50,1
1710976105,cardioem,1,1,2011,78647,282,0,58,32,1,50,1
1184821597,cardioem,0,1,2011,78802,283,1,34,6,1,307,1
1215998364,cardioem,1,2,2011,82707,283,0,42,15,1,519,6
1801970215,cardioem,0,1,2011,80119,283,0,39,7,1,307,1
1881675007,cardioem,0,1,2011,119520,283,0,63,41,1,307,3
1912110636,cardioem,0,1,2011,114272,283,0,60,31,1,307,8
1265437339,cardioem,0,1,2011,62148,284,1,46,20,0,129,1
1477726370,cardioem,0,1,2011,60864,284,0,40,17,1,129,1
1487665717,cardioem,0,1,2011,99976,284,0,48,22,1,129,1
1659323970,cardioem,0,1,2011,78583,284,0,56,31,1,129,2
1922267012,cardioem,0,1,2011,121169,288,1,36,10,0,111,1
1417917717,cardioem,0,1,2011,114953,289,0,48,24,0,127,1
1639331804,cardioem,0,1,2011,122649,291,0,33,4,1,21,1
1003117698,cardioem,0,1,2011,321408,293,0,30,3,0,75,1
1043360035,cardioem,1,1,2011,64475,293,0,48,20,1,75,4
1154394799,cardioem,1,1,2011,64475,293,0,43,16,0,75,3
1457579963,cardioem,0,1,2011,321708,293,1,31,5,1,75,1
1477629467,cardioem,1,1,2011,64475,293,1,39,13,1,75,2
1598702169,cardioem,1,1,2011,321313,293,1,44,14,0,75,5
1598849796,cardioem,0,1,2011,323480,293,1,36,7,1,75,1
1639264807,cardioem,0,1,2011,44785,293,1,38,11,1,75,2
1700947744,cardioem,1,1,2011,64475,293,0,53,26,0,75,3
1972569226,cardioem,0,1,2011,321319,293,0,58,32,1,75,1
1619060829,cardioem,1,1,2011,38235,295,1,56,28,1,144,1
1780678169,cardioem,0,1,2011,44233,295,0,57,31,1,144,1
1306877972,cardioem,1,1,2011,33412,297,0,39,13,0,106,2
1356383152,cardioem,1,2,2011,242715,297,1,46,21,0,511,3
1659452241,cardioem,0,1,2011,164949,297,1,35,11,1,106,1
1356371272,cardioem,0,1,2011,42643,299,0,48,17,1,82,2
1508820242,cardioem,0,1,2011,214898,299,1,33,7,1,82,1
1275695793,cardioem,1,1,2011,49551,300,1,36,9,1,26,2
1356377790,cardioem,0,1,2011,29557,301,1,34,8,0,457,1
1376545061,cardioem,0,2,2011,283910,301,0,68,46,1,525,3
1316940489,cardioem,0,1,2011,111089,303,0,50,24,1,517,3
1982640108,cardioem,1,2,2011,80779,303,1,35,8,1,1069,7
1992958599,cardioem,0,1,2011,29544,303,1,41,,1,517,1
1265467989,cardioem,0,1,2011,42605,304,0,42,16,1,78,1
1780640284,cardioem,1,3,2011,65603,304,0,61,35,1,306,8
1902910482,cardioem,0,1,2011,42637,304,0,31,5,1,78,2
1629277637,cardioem,0,1,2011,44109,307,1,36,10,1,60,3
1396841086,cardioem,1,1,2011,34935,308,1,34,12,0,121,2
1962573220,cardioem,0,2,2011,101855,308,0,36,12,0,618,2
1053480962,cardioem,0,1,2011,229417,309,0,40,15,0,30,1
1659456564,cardioem,0,1,2011,229493,309,1,44,11,1,30,2
1053371716,cardioem,0,3,2011,229451,311,1,51,24,1,221,6
1326253162,cardioem,1,1,2011,232664,311,1,33,7,1,85,2
1356332779,cardioem,0,1,2011,236557,311,1,49,9,1,85,1
1497705222,cardioem,1,2,2011,69790,311,1,48,7,1,172,3
1992770515,cardioem,0,1,2011,231320,311,0,35,9,1,85,2
1508028325,cardioem,1,1,2011,230929,312,1,32,4,1,112,1
1649462987,cardioem,0,2,2011,97635,312,0,31,7,0,146,2
1871631341,cardioem,0,1,2011,231350,312,1,46,23,0,112,1
1972559896,cardioem,0,1,2011,231350,312,1,36,15,1,112,2
1396945317,cardioem,0,1,2011,50987,314,1,34,7,1,46,1
1639195019,cardioem,0,1,2011,122894,314,0,45,20,0,46,2
1811977077,cardioem,0,1,2011,230110,314,1,49,19,1,46,2
1013084508,cardioem,0,1,2011,44805,318,1,62,28,1,85,2
1033175401,cardioem,1,3,2011,232302,318,0,41,17,0,264,5
1063629392,cardioem,0,1,2011,232521,318,0,37,6,1,85,1
1336348697,cardioem,0,1,2011,122298,318,1,34,11,1,85,1
1588872964,cardioem,0,1,2011,123331,318,0,34,6,1,85,1
1952483356,cardioem,0,1,2011,215001,318,1,36,10,0,85,1
1326125840,cardioem,0,2,2011,229401,319,1,53,11,1,95,2
1356532659,cardioem,0,1,2011,229861,319,1,59,9,1,26,3
1598853939,cardioem,0,1,2011,238009,319,0,47,14,1,26,3
1609873009,cardioem,1,1,2011,231832,319,1,57,24,1,26,2
1639240617,cardioem,0,1,2011,229861,319,0,64,38,1,26,4
1861406423,cardioem,0,1,2011,67722,319,1,37,8,1,26,2
1649214545,cardioem,1,1,2011,82968,320,1,40,15,1,71,2
1811015704,cardioem,1,1,2011,82968,320,1,33,7,1,71,1
1164581625,cardioem,1,1,2011,330446,322,1,34,12,0,15,1
1417068628,cardioem,0,1,2011,30290,322,0,53,25,1,15,1
1962529446,cardioem,1,1,2011,330446,322,1,35,7,1,15,1
1962608646,cardioem,1,4,2011,184714,322,0,35,8,0,228,6
1902912157,cardioem,1,2,2011,140344,325,0,52,27,1,88,2
1588666978,cardioem,1,2,2011,57734,327,0,53,27,1,99,2
1376723684,cardioem,0,1,2011,23202,329,0,36,4,1,174,1
1578677498,cardioem,0,1,2011,70315,330,1,40,,1,45,2
1508058900,cardioem,1,1,2011,257446,334,0,35,12,1,66,1
1770683658,cardioem,1,2,2011,140056,335,0,39,11,1,52,4
1316197999,cardioem,0,1,2011,277425,336,0,36,10,0,5,1
1376570887,cardioem,1,1,2011,276747,340,0,52,22,1,55,1
1548499429,cardioem,0,1,2011,277056,340,1,34,9,1,55,1
1124088687,cardioem,1,1,2011,272205,341,0,56,30,1,9,2
1275519175,cardioem,1,2,2011,332454,342,1,41,13,0,184,3
1477583722,cardioem,0,1,2011,121533,342,0,37,10,1,22,1
1508841974,cardioem,1,1,2011,332454,342,0,37,10,1,22,2
1720007412,cardioem,0,1,2011,330540,342,1,51,21,0,22,1
1558360180,cardioem,0,2,2011,63079,343,1,59,18,1,91,5
1912989799,cardioem,1,1,2011,333136,343,1,51,10,1,17,2
1386644417,cardioem,1,1,2011,331919,344,0,43,15,1,117,3
1487659157,cardioem,1,1,2011,328959,344,1,41,14,1,117,1
1538261573,cardioem,1,1,2011,101654,344,1,40,15,0,117,1
1043242001,cardioem,0,1,2011,331944,345,0,35,8,1,10,2
1164406336,cardioem,0,1,2011,332264,345,1,53,20,1,10,1
1700046596,cardioem,0,1,2011,232762,345,0,34,6,1,10,2
1205097706,cardioem,0,2,2011,87190,346,1,34,7,1,193,2
1508871070,cardioem,0,1,2011,85204,346,0,46,21,1,104,2
1336391721,cardioem,1,1,2011,44187,351,1,32,8,0,34,3
1891936522,cardioem,0,1,2011,88762,351,0,35,5,1,34,2
1841253119,cardioem,0,1,2011,90134,352,0,58,29,1,70,1
1518173558,cardioem,1,1,2011,87151,355,1,31,8,0,40,2
1245222991,cardioem,0,1,2011,165868,356,0,49,20,1,437,3
1255302246,cardioem,0,1,2011,83971,356,0,44,10,1,437,2
1275720856,cardioem,0,1,2011,86654,356,0,32,5,1,437,1
1528145208,cardioem,0,1,2011,69938,356,0,44,11,0,437,2
1487622288,cardioem,0,1,2011,138235,357,0,58,32,1,249,2
1508881954,cardioem,1,1,2011,90019,357,0,39,14,1,249,1
1740246107,cardioem,0,1,2011,130833,357,1,58,20,1,249,2
1457509200,cardioem,0,1,2011,327714,365,1,32,5,0,62,3
1538183884,cardioem,0,1,2011,238009,365,0,44,18,1,62,2
1619084308,cardioem,0,1,2011,121797,365,1,41,12,1,62,3
1861416281,cardioem,0,1,2011,123530,365,0,34,12,0,62,3
1871710152,cardioem,0,1,2011,293740,365,0,41,7,1,62,1
1134235336,cardioem,0,1,2011,327295,366,1,37,11,0,68,2
1407036734,cardioem,0,1,2011,327295,366,1,30,5,1,68,1
1881890390,cardioem,0,1,2011,260469,367,1,34,11,0,19,1
1740247279,cardioem,1,1,2011,236487,368,0,56,31,1,59,2
1154527679,cardioem,0,1,2011,64224,369,1,37,9,0,9,2
1811998271,cardioem,0,1,2011,101993,369,0,42,19,1,9,2
1790729572,cardioem,1,1,2011,261597,373,0,49,21,1,43,1
1033104047,cardioem,0,1,2011,53187,375,1,42,15,1,21,1
1134136351,cardioem,1,1,2011,230786,375,0,51,22,1,21,1
1427251123,cardioem,0,1,2011,229384,375,0,37,8,0,21,1
1659374601,cardioem,0,1,2011,259708,376,1,42,16,1,33,3
1700965035,cardioem,1,1,2011,260149,376,1,43,15,1,33,1
1740372267,cardioem,0,1,2011,259708,376,0,36,10,1,33,2
1275793341,cardioem,1,1,2011,130939,377,1,35,11,0,80,1
1356348411,cardioem,0,1,2011,260269,377,0,44,14,0,80,3
1407891187,cardioem,1,1,2011,260163,377,1,34,8,1,80,2
1013095603,cardioem,1,2,2011,258598,380,0,53,27,1,210,2
1083622575,cardioem,0,1,2011,6934,380,0,47,15,1,171,2
1285603316,cardioem,0,1,2011,260049,380,1,42,14,1,171,3
1326115577,cardioem,0,1,2011,273421,380,1,37,12,0,171,3
1790708097,cardioem,0,1,2011,63336,380,0,50,23,1,171,1
1881642791,cardioem,0,1,2011,115604,380,0,57,31,1,171,3
1578525382,cardioem,0,1,2011,285257,382,0,39,12,1,10,6
1851595698,cardioem,0,1,2011,293720,382,0,43,20,1,10,1
1700822004,cardioem,0,1,2011,284282,383,1,38,12,1,18,5
1114952744,cardioem,1,1,2011,107623,385,1,47,22,1,59,1
1427048149,cardioem,0,1,2011,281098,385,1,38,12,1,59,3
1508895996,cardioem,0,1,2011,279278,385,0,38,11,1,59,4
1558378893,cardioem,0,1,2011,280598,385,0,43,14,1,59,1
1558567750,cardioem,0,1,2011,280867,385,1,35,10,0,59,3
1134270309,cardioem,1,1,2011,288755,386,0,49,24,0,18,2
1174528061,cardioem,1,1,2011,282879,391,1,54,14,0,230,1
1225220940,cardioem,0,1,2011,285446,391,1,39,14,0,230,1
1457491227,cardioem,1,1,2011,285000,391,1,36,8,1,230,3
1851345391,cardioem,0,1,2011,330839,391,1,43,16,1,230,7
1922194992,cardioem,0,1,2011,118669,391,0,42,17,0,230,1
1205802956,cardioem,0,1,2011,50135,393,1,53,26,1,43,1
1285631580,cardioem,1,1,2011,321318,393,0,58,32,1,43,2
1457381394,cardioem,1,1,2011,70591,393,0,34,8,1,43,3
1073591848,cardioem,0,1,2011,285712,394,0,59,20,1,69,1
1649300351,cardioem,1,1,2011,282818,394,0,43,12,1,69,2
1780734582,cardioem,0,1,2011,111011,394,0,35,8,1,69,1
1871770891,cardioem,1,2,2011,285712,394,1,33,6,1,132,4
1063586303,cardioem,0,1,2011,124275,396,0,61,32,0,22,1
1063623080,cardioem,0,1,2011,68413,397,1,42,8,0,375,1
1124031281,cardioem,1,1,2011,278684,397,1,39,13,0,375,3
1255317079,cardioem,0,1,2011,58163,397,1,35,9,1,375,1
1265468326,cardioem,1,1,2011,288633,397,0,45,19,0,375,2
1265478408,cardioem,1,2,2011,288633,397,1,46,19,1,385,2
1265755813,cardioem,0,1,2011,61954,397,0,47,24,0,375,1
1275586778,cardioem,0,1,2011,68413,397,1,37,9,0,375,3
1326075532,cardioem,1,2,2011,288633,397,0,46,19,1,385,2
1487867669,cardioem,1,1,2011,278684,397,0,35,10,0,375,2
1518073121,cardioem,0,1,2011,176055,397,0,47,18,1,375,2
1619957636,cardioem,1,1,2011,278684,397,1,50,14,1,375,1
1639170202,cardioem,1,1,2011,287789,397,1,39,13,1,375,2
1649491697,cardioem,0,1,2011,121477,397,1,49,26,0,375,3
1699779348,cardioem,1,2,2011,288633,397,0,39,10,1,385,3
1780763623,cardioem,0,1,2011,280578,397,0,87,,1,375,6
1932183530,cardioem,0,1,2011,75177,397,0,41,9,0,375,1
1932385911,cardioem,0,1,2011,289499,397,0,41,14,0,375,2
1467689158,cardioem,1,3,2011,283001,399,1,37,13,1,33,10
1417923178,cardioem,1,1,2011,37113,406,0,40,,,14,3
1801839170,cardioem,0,1,2011,284435,406,0,51,21,0,14,2
1467645648,cardioem,0,1,2011,281764,412,0,43,19,0,101,1
1922040245,cardioem,1,2,2011,278529,412,0,45,13,0,203,9
1942205919,cardioem,0,1,2011,117586,412,1,56,28,1,101,1
1093724882,cardioem,0,1,2011,284933,413,0,36,9,1,19,2
1376564153,cardioem,1,1,2011,281570,413,0,39,13,0,19,1
1669654133,cardioem,1,1,2011,281570,413,1,31,7,0,19,2
1760447031,cardioem,1,2,2011,281570,413,0,44,17,0,34,5
1154326544,cardioem,1,1,2011,285243,416,0,38,12,1,21,1
1235219270,cardioem,0,2,2011,285094,416,0,60,36,0,89,11
1922273176,cardioem,0,1,2011,173691,417,0,34,11,0,7,4
1710957980,cardioem,1,1,2011,334967,422,0,61,29,0,45,1
1043492127,cardioem,0,1,2011,115019,424,0,43,15,1,37,1
1245240753,cardioem,1,1,2011,78702,424,1,37,8,1,37,2
1619133683,cardioem,1,1,2011,78702,424,1,45,6,1,37,3
1720039704,cardioem,0,1,2011,76982,424,0,48,10,1,37,1
1144388794,cardioem,0,1,2011,121380,426,0,40,8,0,109,5
1366502429,cardioem,0,1,2011,113665,426,1,57,32,1,109,2
1720011224,cardioem,0,1,2011,217325,426,1,49,21,0,109,3
1841424074,cardioem,0,1,2011,131252,426,0,34,4,0,109,3
1609973627,cardioem,1,1,2011,221676,427,0,38,10,1,55,1
1649223181,cardioem,0,1,2011,94824,427,0,34,8,1,55,2
1649234048,cardioem,1,1,2011,221676,427,1,57,33,1,55,1
1962421636,cardioem,0,1,2011,217224,429,0,45,17,1,19,1
1144281122,cardioem,0,1,2011,48178,430,0,45,12,1,50,1
1881608248,cardioem,1,2,2011,63342,430,1,38,11,1,169,3
1225228869,cardioem,0,1,2011,223444,431,1,39,11,0,95,1
1508838731,cardioem,0,1,2011,293447,431,1,51,26,0,95,2
1982670360,cardioem,0,1,2011,293515,431,0,45,12,1,95,3
1164432381,cardioem,1,1,2011,17977,432,1,55,17,1,43,3
1972648103,cardioem,0,1,2011,222859,435,0,38,7,0,16,1
1215964614,cardioem,1,1,2011,328893,439,0,40,10,1,121,1
1457367997,cardioem,0,1,2011,113635,439,1,39,9,0,121,1
1528068483,cardioem,1,1,2011,329994,439,0,50,16,0,121,4
