specialty,lambda,se,ci_lo,ci_hi,p_lambda0,p_lambda1,n_obs
ortho,0.99109133120342,0.0342749182110048,0.923912491509851,1.05827017089699,7.52786671684036e-184,0.794927012726969,66617
