term,estimate,std.error,specialty
same_sex,0.022958512059325132,0.010387620717768777,derm
same_prac,0.4072114819503798,0.053142269542410844,derm
diff_dist,-0.06983711056897043,0.004342836205392179,derm
same_race,0.016270751815447456,0.009205096859395577,derm
diff_age,3.8175708227300035e-4,0.0010973690267924994,derm
diff_gradyear,-6.109526547013596e-4,0.001071426044289837,derm
