specialty,lambda,se,ci_lo,ci_hi,p_lambda0,p_lambda1,n_obs
cardioem,0.9245741376739115,0.02510726330078649,0.8753639016043699,0.9737843737434531,7.359404062689504e-297,0.0026632826490213006,604620
