n_movers,n_cells,mean_pi,mean_avail,mean_bench,slope_total,se_total,slope_bench,se_bench,slope_affil,se_affil,slope_affil_nq,se_affil_nq,excess_pp,excess_pp_se
3280,7423,0.19348848058304968,0.05145180937623412,0.09102547485948327,2.0075261175505035,0.17224737787213412,1.2816893262525015,0.05355952742944677,0.7258367912980005,0.14672117654944172,0.722371149030841,0.15329890798802728,10.138512213295943,0.64570467506195794
